round,group_id,sender,receiver,application-id,amount_send,asset_id_send,amount_received,asset_id_received
27410652,c2JtjnGqQw5TBlo/g2mWNjcrq1oPZA3YMYXPok8qyCk=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,2PIFZW53RHCSFSYMCFUBW4XOCXOMB7XOYQSQ6KGT3KVGJTL4HM6COZRNMM,1002541853,111596622,31566704,193795,31566704
27410652,lTG1ZrP+HY2AntwaNuwJq5VdsGQsAT1A/9Eo0JflTDk=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,2PIFZW53RHCSFSYMCFUBW4XOCXOMB7XOYQSQ6KGT3KVGJTL4HM6COZRNMM,1002541853,111596622,31566704,173447,31566704
27410654,18Is8uu2USUPyLe8uAWD7rwSl7sHr62Y8M0zS+ywWC8=,AACCDJTFPQR5UQJZ337NFR56CC44T776EWBGVJG5NY2QFTQWBWTALTEN4A,L747MOJV43QCLY4HSWVPL2A5SW62IBLA5XPTI5R4HO32WVAWOO5OBCEP3A,620995314,7632301,0,1693610,31566704
27410658,ZgdB6AtmU4ya84JQctRN4VXnXufXL01vqjc+A8gl3/4=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,SVZS7Q7QMVHZONDHZJHR4564VTMEX3OQ5DSYBWKR5FJFTPZLVG3EZIWC34,777628254,55808587,31566704,250621739,0
27410660,48Ce4hoAl5j6gfThJ3JRa3X6LZPX5FL6/AzLEsLs93Q=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,SVZS7Q7QMVHZONDHZJHR4564VTMEX3OQ5DSYBWKR5FJFTPZLVG3EZIWC34,777628254,21067429,31566704,94572330,0
27410660,/lOOvHumOy1YJ/Jnd1Z+4JFxn/Nz2Q6fvSLRwo9LFcg=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,SVZS7Q7QMVHZONDHZJHR4564VTMEX3OQ5DSYBWKR5FJFTPZLVG3EZIWC34,777628254,32055119,31566704,143858634,0
27410660,oTA6yyKUxtO6PfEEKP4AGUpC4W5NhCbd4Z+v20SSK4A=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,SVZS7Q7QMVHZONDHZJHR4564VTMEX3OQ5DSYBWKR5FJFTPZLVG3EZIWC34,777628254,2736113,31566704,12277156,0
27410660,LMjEEpobp4KOmCTEaArVmOjgYOM/7ek1CPtLKC5o3SM=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,SVZS7Q7QMVHZONDHZJHR4564VTMEX3OQ5DSYBWKR5FJFTPZLVG3EZIWC34,777628254,55798311,31566704,250299136,0
27410662,wCvuejrm2RDap1oFpKWq4I5EZPDFj4z6B2rAtytICQM=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,SVZS7Q7QMVHZONDHZJHR4564VTMEX3OQ5DSYBWKR5FJFTPZLVG3EZIWC34,777628254,55798311,31566704,250161160,0
27410662,FNUF/3vPA/NzeWoxhJ0LHE1t4qSv93fRdjFFJiZG+X0=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,2PIFZW53RHCSFSYMCFUBW4XOCXOMB7XOYQSQ6KGT3KVGJTL4HM6COZRNMM,1002541853,158385371,31566704,166616,31566704
27410663,wAtlEPd8Gx9E921XA8EmvdmoagLi+rOsCghlWzk5o/w=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,2PIFZW53RHCSFSYMCFUBW4XOCXOMB7XOYQSQ6KGT3KVGJTL4HM6COZRNMM,1002541853,9762396,31566704,11455,31566704
27410663,O4NnYHjj+ePV3quBaypJ9vE8o7fp/TAHCLbfdymHhYU=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,2PIFZW53RHCSFSYMCFUBW4XOCXOMB7XOYQSQ6KGT3KVGJTL4HM6COZRNMM,1002541853,165646001,31566704,170635,31566704
